author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Jesus Morales,/gp/profile/amzn1.account.AEO2MVEZA26K6B5KOWR25PUDNU5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,This product broke apart after a couple wears,Do Not Buy,Color: 04-April-Rainbow Opal WhiteVerified Purchase,2 people found this helpful,700633,9,41,Public
Mason,/gp/profile/amzn1.account.AGVGX7NYMUVXLZCODOT5TBEIBVGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,"Poor quality, even for the price.",Nah,Color: 03-March & December-Light Sapphire BlueVerified Purchase,8 people found this helpful,2100378,8,1,Public
Jennifer G.,/gp/profile/amzn1.account.AFTPRS3NRP65AKDL7IQTUHSRNVEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I used this item as a gift for a friend. She had a similar one that was very precious to her that got stolen. The colors in this stone were a mix of her & her sisters birthstone so of course she lived it & now wears it almost everyday! ♥️The perfect gift for Jewlrey lovers♥️ Thank you! & the packaging was sweet! I didn’t even Have to wrap it!😍😊,Quality!! Superb!,Color: 14-Healing Stone for Protection-Rainbow Tourmaline BlackVerified Purchase,,2010506,8,36,Public
Lisa A. Palmiero,/gp/profile/amzn1.account.AFF55MBLHEIGXM34IPJVMTBL7LCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Received my necklace a day earlier than expected.  Absolutely gorgeous.  Hopefully, I won’t have the same problems as some of the other reviews.  At this point, I would highly recommend.  Will update if anything changes.",Beautiful,Color: 04-April-Rainbow Opal WhiteVerified Purchase,,48236298,97,101,Public
JJW,/gp/profile/amzn1.account.AGMSRXNXBF3ZNUXRDC5BTVL4XBOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"We purchased this as a graduation gift, and it's a beautiful necklace, we are sure that it's recipient will love it. Beautifully boxed also, and the time to receive it was very fast.",Beautiful necklace,Color: 03-March & December-Light Sapphire BlueVerified Purchase,One person found this helpful,2841412,81,66,Public
Tamara L.,/gp/profile/amzn1.account.AGFC5ISNKJFEZ55SJH5S4KSM2E5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2021",1,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,This item was a birthday gift from my daughter it came in very nice packaging and was beautiful after wering it only a few days I noticed that it had started to tarnish I was very disappointed because it is a beautifully made necklace and I loved wearing it but it now makes me itch so I can no longer wear it,Do not wear longer than a day or two at a time it will tarnish,Color: 11a-November-Amber BrownVerified Purchase,One person found this helpful,17732405,1,5,Public
Sandra T.,/gp/profile/amzn1.account.AG5ACY3U7VUOVB2EDD4AA3MPIWXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,Beautiful...the chain is not...I bought my own chain.,Pretty stone and setting,Color: 01-January & July-Siam Ruby RedVerified Purchase,2 people found this helpful,204980,46,253,Public
Elizabeth,/gp/profile/amzn1.account.AEXQBNFCME3OQTVZBY5GW5WWNDWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 27, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Very pretty. Ordered many to give as a group gift. Some had a cellophane sleeve securing display in jewelry box and some didn't. Doesn't effect the item but definately looked better with cellophane sleeve on it.,Very pretty for reasonable price,Color: 01-January & July-Siam Ruby RedVerified Purchase,,84419051,11,29,Public
Terry L Henderson,/gp/profile/amzn1.account.AEURSGMOQOIRAYHMWKF3MZ7M4QLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 21, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,This product was sent to my eleven year old granddaughter for her birthday.  My son said she put it on as soon as she received it and hasn't taken it off yet. She also was reported to have told her mom and other grandparents that I give the best presents. I think it was a big hit.,Birthday gift for granddaughter,Color: 14-Healing Stone for Protection-Rainbow Tourmaline BlackVerified Purchase,,352250,4,25,Public
A.Serafimov,/gp/profile/amzn1.account.AHWWRDVZZMA3VDJH3JJN6YVF7WBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 5, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,About a week and a half after gifting it to my fiance the necklace started turning green and her neck started getting an allergie reaction. It looks beautiful but in the end is just a good looking piece of junk.,Please read before buying.,Color: 10a-October-Tourmaline Hot PinkVerified Purchase,2 people found this helpful,1974576,5,10,Public
Rsk83,/gp/profile/amzn1.account.AERJ7GPOUHEHG7JDWP77JNBZUEPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,"Would not recommend buying this while it looks pretty and is a great price, it's made with cheap Copper and will turn you're skin green.  Bought it for my fiance not knowing this and it has left a green circle around her neck",Wish I hadn't purchased,Color: 09b-September-Healing Stone for Wisdom-Cobalt BlueVerified Purchase,,3899877,3,26,Public
Carol A. Dixon,/gp/profile/amzn1.account.AFFTKF4WWNNXTN6VH3UX7CHUHVTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I absolutely loved the necklace n earrings I had received. They are sooooo BEAUTIFUL! I can’t wait to give them as gifts to my sisters and nieces. They are a memorial to my sister Teresa that passed a couple months ago. The heart represents how she will always be in our heart and the angel wings reminds us she’s is in heaven and we will meet again one day plus she loved hearts. This is just beautiful jewelry and a perfect gift for my sweet sisters and nieces. Very very pleased. God bless this designer. Lovely designs and  lovely workmanship. I will be ordering from them again in the future for sure.,Absolutely Beautiful! ❤️ Love love love the designs and workmanship. Very pleased ❤️,Color: 05-May-Emerald GreenVerified Purchase,,17310662,0,1,Public
B. Burnham,/gp/profile/amzn1.account.AGOLDNYOF5IZX2LKEBGLNKA4DHFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,It is even prettier than the picture shows it.  It was a gift and she loved it.  We were impressed with the packaging.  It is in a box which fits nicely in a bag so wrapping was not necessary,Lovely.,Color: 04-April-Rainbow Opal WhiteVerified Purchase,,2352642,17,64,Public
Honest Abe,/gp/profile/amzn1.account.AEHMXPIUVXLDY2ESFC4ZMXADO3AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Red crystal was the gift for 15th anniversary and my wife loved the necklace, earrings and bracelet set. The downside was they arrive in 3 separate boxes so I had to buy a set box to make the right presentationI",Get the set. It is worth it!,Color: 01-January & July-Siam Ruby RedVerified Purchase,,84496219,8,48,Public
tazzytad,/gp/profile/amzn1.account.AH7R276O2AW5V3HKCE7TYE2JQBPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I liked it when I bought it, but I had to wait for her Birthday to get a response from her and she loves it.",Got it for Her Birthday,Color: 11a-November-Amber BrownVerified Purchase,One person found this helpful,1124066,14,58,Public
Richard Zriny,/gp/profile/amzn1.account.AH3TUT72MV7L76MEOM5ILJMC7HSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,We are very happy with this pendant. Gave it to my wife as a birthday gift. It comes in a very nice box. Chain is just long enough. The pendant itself is very pretty.,Very nice.,Color: 09a-September-Bermuda Sapphire BlueVerified Purchase,,7785318,30,73,Public
Hockeylady,/gp/profile/amzn1.account.AHGHCZR6Z4EJEB6FJZLCRTRS6WDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This is a beautiful and elegant necklace.  I purchased this for myself but I will definitely be purchasing more for gifts.  I'm very pleased with this necklace.,Elegant designed necklace,Color: 09a-September-Bermuda Sapphire BlueVerified Purchase,,1646133,101,144,Public
Charles Miller wife,/gp/profile/amzn1.account.AF3ONRJ5OWUJXU47VRBJMLIUTPRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,I bought this birthstone pendent as a gift to my wife for Christmas. It came in a beautiful box and a holding bag so no need to wrap. it looks like it cost a great deal more that the asking price and I am pleased I ran across the ad on Amazon.,a value to love,Color: 04-April-Rainbow Opal WhiteVerified Purchase,,2065855,18,34,Public
Charles B.,/gp/profile/amzn1.account.AGQORVEPCYNVHWUSNUWQL23TYYOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Elegant looking piece of jewelry. Bought as a gift for the ex wife from my daughter for her mum's Birthday/Christmas gift. Words from my daughter ""mum really Loved her gift""!",Elegant Piece,Color: 12-December-Turquoise Aquamarine BlueVerified Purchase,,27258962,17,45,Public
Hornet314,/gp/profile/amzn1.account.AHIBDCT2LSP4QNNDJCRQQUTDHH4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"Pretty gem, but chain seems very thin and cheaply made.  Would not purchase again.",Chain cheaply made,Color: 03-March & December-Light Sapphire BlueVerified Purchase,2 people found this helpful,22217445,41,37,Public
Sara P.,/gp/profile/amzn1.account.AHXTZRLYXWZO3CIZ2NDB47GYIQCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2020",1,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,My 13-year-old son picked this out and ordered it on his own for me for Mother's Day. It is beautiful! A perfect gift. Just the right length. It's high quality. Love it.,A perfect gift!,Color: 02b-February-Tanzanite PurpleVerified Purchase,,4508408,9,35,Public
Blain R,/gp/profile/amzn1.account.AGJPMCCUYWW73ECL5IW5D5PNSNKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"It's a delightful piece of jewelry, the chain is a little light but other than that it meets my expectations...!",Very nice gift idea.,Color: 06-June-Alexandrite Light PurpleVerified Purchase,One person found this helpful,2027611,11,40,Public
Lance c.,/gp/profile/amzn1.account.AHBTSGRY2YYU6QDXAXR4JNMWGH7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,Well this would be the first time complaining on a product I bought off of Amazon. And I've bought alot of stuff over the yrs.  But I have to say that you will be better off going to a quarter machine and getting jewelry that looks more real then this.  I hate to say that cause I don't want to be a price about it but it was horrible and embarrassing when she opened it.  Sorry I had to says this but I had too. To warn the next person so they won't make the same mistake I did.,Sorry to say this but totally horrible.,Color: 04-April-Rainbow Opal WhiteVerified Purchase,,3727086,0,3,Public
BlownOffshore,/gp/profile/amzn1.account.AEJ5DLCHA5GGLNYCY7BJC3U2JGNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This piece of jewelry is simply beautiful.After examining it very closely, I found the craftsmanship excellent.The packaging is an unexpected delight.",Beautiful piece!!!,Color: 08-August-Peridot GreenVerified Purchase,,2296960,30,43,Public
FSH,/gp/profile/amzn1.account.AHRRXOFTO3TGUY3AJ7USI73I2YWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"This necklace looked beautiful in the pictures.  Once received, it was still very pretty but tarnished after the first wear.  Definitely not worth the money spent. I was embarrassed because this was given as a gift.",Tarnishes,Color: 11a-November-Amber BrownVerified Purchase,,14123683,18,25,Public
Alicia,/gp/profile/amzn1.account.AGKT665ESEWMU4W7IFKLZQIEPMTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This was a birthday gift for my daughter-in-law who loved it. Beautiful stone and nice length chain. The packaging was great. Made the perfect gift.,Nice birthday gift,Color: 11a-November-Amber BrownVerified Purchase,,13616152,165,133,Public
Mark J. Braun,/gp/profile/amzn1.account.AHIWR4EP3N2CRK4WQBM4A4OLZI6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"Obviously a gemstone, because of the size. Nonetheless a perfect 40th anniversary gift for a spouse who isn’t big on expensive jewelry because she works at an elementary school.",Perfect for 40th Anniversary (Ruby),Color: 01-January & July-Siam Ruby RedVerified Purchase,,146658,5,29,Public
Briana Lovee,/gp/profile/amzn1.account.AHBJ4KXKCZ3RXJNXXBOXNLYCT32Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 27, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"Perfect Necklace For A Gift! Chain Is NOT Sterling Silver Unfortunately. If You Have Sensitive Skin, Replace The Chain If The Necklace With A Sterling Silver Chain.","Perfect Gift, NOT Sterling Silver Chain",Color: 06-June-Alexandrite Light PurpleVerified Purchase,,10984295,14,34,Public
John Ingala,/gp/profile/amzn1.account.AG7ZMVXAAP7MG57T4YFKC7P6KL5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,My wife loved it because the heart was wrapped around the birthstone that represented each of our birth months.A wonderful gift!  Thanks for suggesting it.,Very nice and was loved!,Color: 03-March & December-Light Sapphire BlueVerified Purchase,,9156236,10,34,Public
Lk,/gp/profile/amzn1.account.AGBIRRDAQQA3MDA2JVOET6LSFBPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"This item is so beautiful, so perfectly put together, the pic is nice but the real item is very stylish and expensive looking. I am very impressed!",Perfect Gift for any occasion!,Color: 05-May-Emerald GreenVerified Purchase,,3177417,4,50,Public
Alan Luckado,/gp/profile/amzn1.account.AFD2HQDG7JYR76A6M5YZS4ZYB5EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"I Bought this Necklace for my Oldest Sister, whom just celebrated her 51st Birthday, & I wanted to get her something SPECIAL, so I did. I bought her this Necklace, & she LOVED IT.! She thanked me for getting it for her, for her birthday. She really appreciated it very much. I am VERY BLESSED to have a Older Sister like her. She means ALOT to me, I don't know what I would without her, except Love her, & Cherish her.","Get something NICE for your Loved One(s), Girlfriend(s), Birthday(s), Anniversary(ies), etc.",Color: 05-May-Emerald GreenVerified Purchase,,84015805,0,3,Public
OKMAN,/gp/profile/amzn1.account.AFB2ONK5U5OMLFTRJYQAT7FVHJCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,It was exactly as described. Very attractive with a chain that can be adjusted to fit perfectly. Another nice feature is it can be turned over and worn as just a heart.,Perfect guift for my wife for our anniversery,Color: 09a-September-Bermuda Sapphire BlueVerified Purchase,,5047149,49,63,Public
Tina,/gp/profile/amzn1.account.AEJRHSKHDLKM2DY7QMMQY7PIPPRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2021",1,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"wife loves it, she actually wears it every day and has not turned colors as of yet, she has been wearing it since Dec 25 and today is Jan 25..i say great buy",Great buy!,Color: 02b-February-Tanzanite PurpleVerified Purchase,,239411,12,69,Public
Nikisha Winter - Roach,/gp/profile/amzn1.account.AF7A5CECHPIH4QHA2LD76LA5I4EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2019",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"A friend of mine used my account to buy this necklace and the matching bracelet. The packaging was lovely, and we were both pleasantly surprised by the small white gift bag that came with it. It was a gift for his girlfriend and she loves it",Gorgeous,Color: 09a-September-Bermuda Sapphire BlueVerified Purchase,,152806,21,28,Public
William K. Wood,/gp/profile/amzn1.account.AHZ6JI2ZG43FC4BQOMVHTARDXPSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This was a birthday gift for a young girl (15). To say that she loved it would be an understatement! She is still doing backflips! Brought a smile from ear to ear and a great big THANK YOU.,It is a quality product!,Color: 01-January & July-Siam Ruby RedVerified Purchase,,1828377,8,37,Public
emanuel,/gp/profile/amzn1.account.AHNHTSYAECH6QIUHXQEPZG7D4PXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,Como lo boy a calificar si el  que me hiba a traer el pedido se lo robo y puso que yo lo recibí)<(,😡😡😡,Color: 03-March & December-Light Sapphire BlueVerified Purchase,2 people found this helpful,2496106,2,7,Public
Elizabeth Edwards,/gp/profile/amzn1.account.AHBUZF4RUTGKSAU2UDRBHFR7SLCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"The necklace was a gift to our daughter for her 40th birthday. She loved it! In addition, she received it on her birthday!I asked my husband to order one for me with my birthstone...we'll see if he does.Thank you!",Beautiful Piece for Reasonable Price,Color: 08-August-Peridot GreenVerified Purchase,,1643485,8,17,Public
Steve D,/gp/profile/amzn1.account.AEOM2W3IVQGTW45BXCEXCBOVMCTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2020",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,The Pendant was amazing. I bought it as a gift and the person that received it loved the Pendant  and the way it was presented. The packaging and information included was more in line with jewelry that is much more expensive. I have order jewelry on line before and have been disappointed but this Pendant exceeded my expectations.,Necklace was more then,Color: 03-March & December-Light Sapphire BlueVerified Purchase,,47692,5,11,Public
Amazon Customer,/gp/profile/amzn1.account.AH6K2Q3RJFPQBARO4I7LZUCS4W6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for my daughter for her upcoming birthday.  It's gorgeous more so in person than in pictures.  I got the box chain for strength and I can't wait to give it to my daughter.,Simply Beautiful,Color: 05-May-Emerald GreenVerified Purchase,,17804724,13,25,Public
B. DeVaul,/gp/profile/amzn1.account.AE2ATB4AD2ZINGCYZ5L2UXFXI2NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2021",0,,https://www.amazon.com/Leafael-Infinity-Swarovski-Birthstone-Silver-Tone/product-reviews/B07LBHDZL4/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Good thing I didn't see the message before Christmas... my husband purchased this necklace for me for Christmas - he inadvertently used my Amazon account. The piece is beautiful and good quality! I am very happy with it. The packaging was really nice. Very pleased with this purchase.,Beautiful Piece,Color: 01-January & July-Siam Ruby RedVerified Purchase,,1038884,16,12,Public
