author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
M.S. Johnson,/gp/profile/amzn1.account.AHM3DRKPNSLZA37K5YUQSSKG5PSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,2.0 out of 5 stars,"This was a soggy, melted mess. It expires in November and it tastes like it is already expired. There is no value if you have to scarf these down ASAP. Disappointed.",Expires in November and I just purchased them,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,2 people found this helpful,3429445,7,11,Public
Christopher S.,/gp/profile/amzn1.account.AHACMAPOT3MCCI7FMGZPIWYCCMPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,1.0 out of 5 stars,"With my work, I need to some 'marketing' and with that 'marketing' I need to sometimes give out snacks! I thought what a better snack to have at desk than a granola bar and everyone knows Chewy. Well I get these today and thinking that they would be shipped by an Amazon van that it would not be a bad idea. Well I was wrong, Amazon even thou they have their own fleet decided to ship it out via FedEx! Needless to say the granola bars were soft and the dip chewy bars, well you know it was a melted mess of peanut butter and chocolate. I cannot give these out now because it is not a formed bar, it is a stick melted, wrapper stuck to chocolate, chocolate at the bottom of the wrapper MESS!! NOT SATISFIED AMAZON",DO NOT BUY UNLESS WANTED A MELTED MESS,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,2 people found this helpful,7864280,23,56,Public
T Turn,/gp/profile/amzn1.account.AEXQO24K5BOAAQIF36HUIOKI7Q6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,1.0 out of 5 stars,I was so excited to find Cookies N Cream again! Until I got the box and opened them up to find all of them hard and 2 bars that were tried were stale. I should have read the reviews first. The box has been around since 2017 and it expires March 2020. Technically the bars shouldn't be in such horrid quality if it expires March 2020. Yes soon but still. Shouldn't be sold if they are bad quality.,"Sadness, hard, and stale.",Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,One person found this helpful,825789,228,167,Public
Mark N.,/gp/profile/amzn1.account.AEVXYP73HTTDOQLGRWDYXOAP4JVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"Perfect snack or healthy dessert!This is a two month supply for a disciplined person during a pandemic and it was a bargain.Very fresh too! Maybe I got lucky with a new shipment, but it tastes much fresher than my previous purchases (from a warehouse club).One piece of advice - stick with Quaker and stay away from off-brands and/or store brands.",Very fresh and tastes great!,Flavor Name: 3-Flavor Variety packVerified Purchase,,79023,9,36,Public
Jon,/gp/profile/amzn1.account.AHECA6GUUWUW5MOBKAZVYIQFEI4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 15, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,"haven’t had the chewy bars in quite a long time. bought them as snack for my nephews and had several of them myself. maybe it’s just me, but i find them way too sweet. the flavor was sort of there, but it was just overwhelmed with sweetness. i do wish i could taste more of the peanut butter or s’mores flavor. maybe i’ll buy more in the future, but i do hope that they take the sweetness level a bit lower.",A bit on the sweeter side,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,,8335936,5,22,Public
Nicole Zavala,/gp/profile/amzn1.account.AEVTY44C3NRTMG7QERIKJSHO3RCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,My son loves these snacks. It's just an easy to go on the go snack. I have boughten these snacks from the grocery store but I can never find a big box like this one. The price is just right for this big box because if you buy a smaller box it's the same price at a grocery store. So I really love buying this from Amazon because it's a really good buy. they taste really good too. I don't eat them that much but I know my son loves them and he loves these snacks for on the go.,Easy and tasty on the go snacks,Flavor Name: 3-Flavor Variety packVerified Purchase,,84340056,228,51,Public
mamabearlind,/gp/profile/amzn1.account.AHPH66KKMRFO5XXP6MXOKI7WI6XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"My kids love these. They want to eat them daily. Multiple of them. Daily. I can barely agree to one. But with less sugar. I can stomach one. USA puts too much sugar in products marketed to kids as & parents as “healthy snacks” or “breakfast”. We need more low sugar or sugar alternatives (stevia & monk fruit) options. Would love to see them go that route too and just get rid of the hypoglycemic index altogether. But alas, this will do for now. As it fits in the budget and isn’t too bad. Keep the low sugar options coming please !!!!!",YES! Lower sugar is the way to go!!!! More please!!,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,,57101,6,21,Public
Adilene Orozco,/gp/profile/amzn1.account.AESOMMAKNPFBQVCNRTYVIRTTVJ2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 30, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,3.0 out of 5 stars,"I was happy I can get a good amount of bars for ten dollars, however after trying them I do not think its worth it. Upon opening them, I have noticed that the bars started falling apart immediately. Even eating them, allot of its contents just fell out and taste brittle. Which has led me to assume that they are near the expiration date. I have bought another packet from other stores (bought chocolate chip and peanut butter flavor) and can confirm that those store bought bars have more taste and do not separate easily.",Good value but lack of taste,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,,1980484,361,215,Public
The Hunt family of  NYC,/gp/profile/amzn1.account.AHRAVEUB6QJGV6WBMXVXOMLEQCKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 29, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I received my order an hour ago . Mine are fresh and tasty. I love the shipping company they use for this order because I love with MS and the delivery man always brings my order to my door on the second floor. Unlike USPS which leaves stuff any where . I love the price plus you get so much bang for your buck for those of us who are income conscience.,Great and delicious here in MY,Flavor Name: Chocolate ChipVerified Purchase,One person found this helpful,1959800,0,9,Public
Tony Chaves,/gp/profile/amzn1.account.AHV6EZJSZLTZS53OBHSBFLH3WHNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 5, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I love these are lower in sugar, only 5g per bar. So it's good for my husband who is borderline diabetic. It also has 9g of whole grains per bar with 3g of fiber. My favorite is the Cookies & Cream followed by the Peanut Butter Chocolate Chip. This box has 58 bars. You can't find this size in a store.  I my order came extremely fast. The only problem I have is the Best Before Date.  I bought 3 boxes and all have the same date: 10/23/20.  I have other granola bars in the house with an April 2021 date. I know Amazon has to pick the product with the earliest expiration date first but they gave me 3 of them with a date only 18 days away. For the same customer, they should've picked later dates for the other 2 boxes.",These Granola Bars Are a Great Snack,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,,21003867,66,182,Public
A Nicholas,/gp/profile/amzn1.account.AFH3LVAOMKO7GBHD65ENTVJ7WKIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,4.0 out of 5 stars,"these come in handyand they taste ok- they are pretty soft, which is a plusas they dont seem like cardboard or stale or anything ...not too sticky ether ....however they are just not a really  healthy or a really delicious snackthey are fine for what they arebut i prefer other brandsmaybe healthier or not quite as sweetso i mainly let my Boyfriend eat them!!",quiet nice and convenient,Flavor Name: Back-to-School Variety PackVerified Purchase,,313143,118,136,Public
Susan C. Williams,/gp/profile/amzn1.account.AHWWLFPTFNDB2WUYWYXDOOPTGKJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,"Bars fell apart as soon as individual packets were opened, crumbles were everywhere in car and classroom and clothing. In addition, the flavor seemed off, a little sour or something. Many of the children left partially eaten bars for us to clean up, something that never happens with snacks. Don’t know if we just had a bad batch or what, but a BIG DISAPPOINTMENTMENT and thus poor value for the money.","Crumbly, Fell Apart",Flavor Name: Back-to-School Variety PackVerified Purchase,2 people found this helpful,988892,28,68,Public
Daniel Williams,/gp/profile/amzn1.account.AHAIPW4AFDB4Z6W5UEDMKUYLN52A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,"My box arrived with an expiration about a month from when I bought them, which is ridiculous because any other granola I've gotten from anywhere else ever, has an expiry date of about a year. So I got the nasty musty old package that nobody wanted.I knew they tasted a little off, but didnt realize until I saw the date. This is ridiculous. How am I expected to finish an entire box in less than a month??",Arrived with only A MONTH until they expire! Ridiculous!,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,,864474,16,52,Public
Jeannette,/gp/profile/amzn1.account.AFXBDGZ6CH5D2UTDQUQG7PQ67WQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I love Quaker snack bars and for me this box of Chewy & Chewy Dipps was too good of a value to pass up. I saved a lot of money buying them this way than any way I could have bought them at my local grocery stores. I just wish I would have bought two, there was not enough of the dipped ones to go around. We have been enjoying these Chewy & Chewy Dipps and look forward to ordering more boxes again soon.",Fabulous value,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,,1797698,4113,1173,Public
ChalmondFashew,/gp/profile/amzn1.account.AEAZU2CWMBHHJJA4VHMXBRRH5QOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,4.0 out of 5 stars,"My husband and I enjoyed these as a snack. One bar is good enough for me but since they're on the small side, my husband usually eats two at a time. He's a huge fan of cookies and cream flavors, but he didn't like those flavored bars as much. I see these bars are now twice as much as when I purchase last summer - definitely not worth the new price tag; wait until they go back down.",Makes a great snack, the cookies and cream one is just OK.,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,2894,56,166,Public
Paul,/gp/profile/amzn1.account.AFFV3WDS6G3FE5ZIDASFTSSYH62Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2018",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,taste very old with a moldy smell.,One Star,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,11 people found this helpful,2752014,0,1,Public
Selena tancak,/gp/profile/amzn1.account.AFQFLT6H4WETQEH374PNB47NJZ4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"These are the household favorite, but finding them in local stores is nearly impossible and if I do find them they are in small boxes of 6 per box.  In a household of 6 people, that's a very small amount of bars per box.  I just happened to search for them here on Amazon.com and was surprised and then amazed.  Surprised that I found them, then amazed at the very ample quantity of bars per box.  Once again Amazon to the rescue! Thank you, Amazon, for almost always having exactly what I'm looking for and priced comparably to any local grocery store.  Shopping on Amazon has proven to be the best decision I've made in regards to finding and getting everything I'm looking for, be it groceries, craft items, even electronic appliances such as the meat slicer I recently purchased!  Kudos and keep up the good work!",Great Tasting and Large Quantity of bars!,Flavor Name: Chocolate & Vanilla Dipps Variety PackVerified Purchase,,31385118,363,124,Public
Kristin,/gp/profile/amzn1.account.AEE2RCMGQBBYV734SSDXFYWSDRJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"If someone (or more than one someone) likes Quaker Chewy Chocolate Chip Granola Bars...you know what it’s like. The granola bars are too small, and you go through boxes of 10 in no time. Where has this 58-bar box been my whole life? I have no complaints. The granola bars are fresh and the price is right. These are beloved in my house so it’s a no-brainer.",What’s not to love?,Flavor Name: Chocolate ChipVerified Purchase,,272424,8,39,Public
Sandra Bremmer,/gp/profile/amzn1.account.AFQLBOGZWYOQ6L35MO2OI6D6VC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,2.0 out of 5 stars,"I have always liked this product.  I guess I have always trusted the company, but now I guess you have to watch very closely.  I opened the box and separated the bars by type for my grandchildren.  To my surprise the box of ""58"" bars had only 53 bars!!!  It's very hard to trust companies in general.  It seems they are more concerned about themselves and money.  It's all about GREED!  And no, I will not purchase this product or any other from Quaker :(",Quantity incorrect,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,,2206082,467,1038,Public
RTS,/gp/profile/amzn1.account.AFFBU3KCNLDMBJUG4F4PI222IFTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Bulk size of the good stuff... always fresh, always chewy, always chocolaty, always peanut buttery, can't go wrong except for having several at a time! This Quaker box of chewy granola bars hits the spot all the time. Although, I have to disagree, the word ""big"" is misused or purposely used to mislead... The bars are flavorful and very tasty and mouth watering; they are NOT ""big"". The box of 36 is ""big""!!!",Bulk size of the good stuff,Flavor Name: Big Chewy Variety PackVerified Purchase,,52043,139,114,Public
Shannon Chandler,/gp/profile/amzn1.account.AFJUS5GM5TQAE4QD7F3XUP4BXQXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I remember being a kid and loving the S'mores flavor Chewy bars. They always seemed to be the first to go in the variety packs we got. I was so happy to find a 58 count of only the best flavor for my daughter's kindergarten classroom! We donate snack to the class monthly and have to follow healthy snack guidelines. These are made with whole grain, under 200 calories, easy for kids to open, and peanut free. Great option for daycares and classrooms.",Great choice for classroom snack!,Flavor Name: S’mores 58ctVerified Purchase,,84488987,662,288,Public
Anthony Sanseverino,/gp/profile/amzn1.account.AHWWQRFDDXPNEBNTQ4TPMYJU5MIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,"I normally buy at the store, 1 brand of Peanut & Cashew bar with Dark Chocolate, and Chocolate Chips + a box of the store brand fiber bars.But, because the Coronavirus has me staying home (not to mention the stores being empty), I had to find something online.I stumbled across these when I was searching for the other brand. And, decided to give 'em a try.I like the variety. And, they should last at least a month. 8-)",I like the Variety,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,,61696,8,38,Public
Amazon Customer,/gp/profile/amzn1.account.AENKIJ5DMCH3XR5DHCNE2Q5237EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,I bought these and they are usually so good from the grocery store. This giant box goes out of date in October. Half of them have a white film over them.,Product goes out of date next month,Flavor Name: Chocolate Dipps Variety PackVerified Purchase,3 people found this helpful,126311,204,258,Public
Becker,/gp/profile/amzn1.account.AGWWBYESNZDKBIICOHRG7SJGQWEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Every morning, before I head to the gym, I eat a Quaker Chewy Bar. I should probably eat something with more protein or nutrition, but these just hit the spot. I only recently found out about the less sugar option, I had been ordering the normal ones for a long time. These ones are a little firmer, maybe crunchier, but the texture is not off-putting. My favorite are the cookies and cream.","25% Less Sugar, Sign Me Up!!",Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,One person found this helpful,3993,10367,2428,Public
Michael Valdivielso,/gp/profile/amzn1.account.AGMGP34KMADQ5XJQ7K27J443IO6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2021",2,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Great.  For the price this is wonderful and, somewhat, healthy.  Also like the variety.  Box came with all the bars - I counted - and the box protects the bars.  Just hard to put back in after counting.  How do they pack this things?  Also my “Best Before” date on the box was July 2021 so it should be okay to eat them for awhile.  No problems there.",Nom-Nom-Nom,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,,58582,124,85,Public
Latisha R.,/gp/profile/amzn1.account.AHGZTTGUOR4PG66RYWAGEA54Y4XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Quaker chewy dips are delicious!  I had been buying them at the grocery store and we always ran out before my next trip. I discovered this giant box on Amazon for a great price. They are a much better deal than what I was buying & last through the month. I quickly added them to my monthly order. Every delivery has been fresh & delicious. I love the combination of crunch & chocolate. All three flavors are good, with the peanut butter being my absolute favorite.",Crunchy chocolate delights!,Flavor Name: Chocolate Dipps Variety PackVerified Purchase,,218942,213,282,Public
Chris,/gp/profile/amzn1.account.AFUJ7S7U3BOCJLTQ6V65J7BO4TGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,"I opened up the box they arrived in to find the inner product box covered inside and out with tiny black ants, which then got all over my house. I had to take them outside and clean off all the bars. I expected to find one of the packages open but did not see any so it must be a pinhole that attracted them to the box.",They arrived covered in ants,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,,500321,88,99,Public
Kindle Customer,/gp/profile/amzn1.account.AGQ52JACFWHUE7LHYZGGWDSDIAEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"Not bad, just not really good either They were quite crumbly for a ""chewy"" granola bar.  They were also smaller than I am used to. Oh and the S'mores were awful. I'm not sure how to describe the flavor but it certainly wasn't marshmallow, chocolate, or gram cracker. It was just enough off that you could eat it but didn't want to have another ever again.","Not bad, just not really good either",Flavor Name: Chewy & Dipps Variety PackVerified Purchase,2 people found this helpful,15145304,64,31,Public
Anna Harwell,/gp/profile/amzn1.account.AG7Z2XPXFPRUTAS6XW343ONKBLCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"I bought these to pass out for Halloween and after school snacks. Thank goodness I checked them before I handed them out. The bars fall apart; they will not keep a bar shape. We’ve gone through more than a dozen and they are all the same. Perhaps it was a little warm while shipping, but we’ve had them in my Air conditioned home for almost a week and they continue to fall apart. Taste great, but leaves a huge mess.",Bars do not hold shape,Flavor Name: Chocolate ChipVerified Purchase,,1615695,12,16,Public
UNCLEBUZZ69,/gp/profile/amzn1.account.AHOFXDRJUU2V3VOTLYXZRE3AB7ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2021",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Bought these for my grandkids +me to have something for us all to snackOn,since they are here moreNow,due to being home schooled. It looked like a good choice for all of us!Since the price and total ofBars in this box was a veryGood buy, and it wasn'tJust all sugar +by productsLike some snacks. The kids+ I enjoyed them, very goodQuality and flavor with aLarge variety of choices.Will definitely buy again!",Snacks for gramps + grandkids,Flavor Name: Chewy & Dipps Variety PackVerified Purchase,,50174,222,424,Public
Darshanna Tudor,/gp/profile/amzn1.account.AGJICYQCFJFWGPC23C54CPZ525KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"If you're thinking - ah, nice value for that many granola bars ---> maybeThey're tiny, like Halloween candy appropriate, so if you're buying them for kid's snacks, buy enough to give everyone at least 2 (if the kids are old enough to open the package on their own)Some of the bars seem a little... mangled, for lack of a better word, but since they're soft, you can squish them back together and they taste fine",These are the 100 calorie version,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,One person found this helpful,587866,79,153,Public
Petunia P.,/gp/profile/amzn1.account.AES26TLIO3JTKBSZMWQV5QKAHKDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2019",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,These taste really good.  I mean they are granola coated in sugar with chocolate chips inside.  They are soft and chewy and delicious.  Let's just not pretend that they are healthy or good for us.  They are a nice treat and are packaged in a 100 calorie package.  It's a great way to have a sweet treat while limiting calories.  No issues with expiration date on ours.  They are dated for next fall so we have an entire year to eat through our super large box.  And I caught these on sale so they were a great value.,Yummy Treat,Flavor Name: Chocolate ChipVerified Purchase,,5665,738,581,Public
lisa r.,/gp/profile/amzn1.account.AGAXNWDR3UGO6AOW7IR5VAFZWYPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2018",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,These less sugar granola bars are delicious. I'm planning to take them to work as snack and break some into my yogurt for breakfast. My kids like the bars too! Of course it tastes a little different with less sugar but I know that it's healthier. I have no problem with my bars expiring in a month. I don't want a bar that expires in a year with all those preservatives keeping it fresh.,Yummy granola bars,Flavor Name: 3- Flavor Less Sugar Variety PackVerified Purchase,2 people found this helpful,1257158,55,34,Public
E,/gp/profile/amzn1.account.AFH2QXVBAXEGJNT3JZMMT5U3SZWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2020",0,,https://www.amazon.com/Quaker-Chewy-Granola-Dipps-Variety/product-reviews/B01LNKHDAK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,"I guess I should have read the fine print better. I took one bite and immediately tasted/felt dried coconut. I guess that's what they are using to make up for the missing sugar. I've bought Quaker bars before so I didn't think I'd have to check for it. If you have dried coconut texture issues, skip this.",I didn't expect coconut texture,Flavor Name: Less Sugar Chocolate ChipVerified Purchase,One person found this helpful,12752544,10,24,Public
